web-scraper-order,web-scraper-start-url,TIENDA,TIENDA-href,PRODUCTOS,PRODUCTOS-href,DESCRIPCION,IMAGEN-src,TEXTOPROD,PRECIO
"1604870600-2127","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","2. MOLIDO. Café18 – Cauca. 500 g.","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/cafe18cauca/","2. MOLIDO. Café18 – Cauca. 500 g.","","",""
"1604870698-2203","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Yogurt natural x 1lt. Leche 100% ecológica","https://biotico.co/tienda/yogurt/yogurt-natural/","","","$",""
"1604870909-2370","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Cebolla puerro baby orgánica – Verde Fresco Orgánico (500g)","https://biotico.co/tienda/verduras-organicas-2/puerrobaby/","","","","$5,000"
"1604870944-2397","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Apio orgánico x KILOGRAMO. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/apioorganicokg/","","","","$10,800"
"1604870429-1993","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta. Banano criollo ecológico x 500 g. Agricultura familiar. Monterrey, Casanare.","https://biotico.co/tienda/frutasbiotico/3880/","Fruta. Banano criollo ecológico x 500 g. Agricultura familiar. Monterrey, Casanare.","","",""
"1604870892-2356","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Champiñones agroecológicos en caja de bagazo de caña. Tabio (250 g)","https://biotico.co/tienda/verduras-organicas-2/champinones250g/","Champiñones agroecológicos en caja de bagazo de caña. Tabio (250 g)","","",""
"1604870948-2400","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Alcachofa orgánica certificada por Ecocert. Verde Fresco Orgánico x 1.000 g","https://biotico.co/tienda/verduras-organicas-2/alcachofa-organica-certificada-por-ecocert/","","https://i1.wp.com/biotico.co/wp-content/uploads/2018/09/alcachofa.jpg?ssl=1","",""
"1604870593-2122","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","4. MOLIDO. Café 18. Orgánico. Sierra Nevada Sta. Marta 500 g. Ciénaga, Magdalena.","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/cesargrano/","","","","$32,000"
"1604870334-1902","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Multiusos biodegradable. Moringa y cardamomo – Galón. Ecolepont.","https://biotico.co/tienda/jabon-ecologico/moringagalon/","","https://i1.wp.com/biotico.co/wp-content/uploads/2020/06/galon-moringa-frente-galon.png?ssl=1","",""
"1604870391-1964","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Frutas: Granadilla. Unidades Agrícolas Asociadas. Monterrey, Casanare – BPA (500 g)","https://biotico.co/tienda/frutasbiotico/granadilla-monterrey-casanare-bpa-500-g-2/","","","","$5,500"
"1604870740-2235","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Tomates deshidratados (125 g)","https://biotico.co/tienda/gourmet/tomates-deshidratados-125-g/","","","","$17,000"
"1604870612-2138","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción orgánico – MOLIDO (340 g)","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/organicodevociongrano/","","https://i1.wp.com/biotico.co/wp-content/uploads/2020/07/20200728_181727_0000.png?ssl=1","",""
"1604870789-2275","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Pak choi orgánico. Verde Fresco Orgánico. Madrid, Cund (200 g)","https://biotico.co/tienda/verduras-organicas-2/pak-choi-organico-x-500-g-certificado-por-ecocert/","Pak choi orgánico. Verde Fresco Orgánico. Madrid, Cund (200 g)","","",""
"1604870801-2286","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Mizuna orgánica. Verde Fresco Orgánico. Madrid, Cund (400 g)","https://biotico.co/tienda/verduras-organicas-2/mizuna-x-500g-organica-certificada-por-ecocert/","","","","$4,000"
"1604870357-1940","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Mermelada de durazno endulzada con miel x 135 g. Productos del Bosque Seco.","https://biotico.co/tienda/mermelada/merdurazno135/","","https://i2.wp.com/biotico.co/wp-content/uploads/2020/06/durazni135.jpg?ssl=1","",""
"1604870551-2087","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Miel de abejas 100 % Biabejas  (170 g)","https://biotico.co/tienda/miel100/170g-2/","","https://i1.wp.com/biotico.co/wp-content/uploads/2020/09/20200904_134123.jpg?ssl=1","",""
"1604870458-2020","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Aceite de ajonjolí prensado en frío. 1 Lt.","https://biotico.co/tienda/aceites/aceiteajonjoli1lt/","","","","$28,000"
"1604870361-1943","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Tierra 100% orgánica tamizada para agricultura urbana 6 Kg","https://biotico.co/tienda/agricultura-urbana/tierraorganica/","","https://i0.wp.com/biotico.co/wp-content/uploads/2020/04/tierra-ppp.jpg?ssl=1","",""
"1604870338-1905","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Multiusos biodegradable – Moringa y cardamomo 500 mL. Libre de sulfatos. Ecolepont.","https://biotico.co/tienda/jabon-ecologico/mumoringa/","","https://i0.wp.com/biotico.co/wp-content/uploads/2019/10/MUMORINGA.jpg?ssl=1","",""
"1604870517-2062","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Arepas sin gluten 🌾 Arroz integral y semillas de quinua (5 uds) El Semillero gluten free","https://biotico.co/tienda/para-desayuno/arepa-sin-gluten-arroz-integral-y-chiaa-5-uds-el-semillero/","Arepas sin gluten 🌾 Arroz integral y semillas de quinua (5 uds) El Semillero gluten free","","",""
"1604870350-1928","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Lavaloza biodegradable Toronja –  500 mL. Ecolepont","https://biotico.co/tienda/jabon-ecologico/lozaecolpont/","","","$",""
"1604870638-2156","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción – Toro House Blend MOLIDO (340 g)","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/toro340molido/","","https://i0.wp.com/biotico.co/wp-content/uploads/2020/07/20200728_185137_0000.png?ssl=1","",""
"1604870778-2265","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Perejil liso atado certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/perejil-liso/","Perejil liso atado certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870801-2284","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Mizuna orgánica. Verde Fresco Orgánico. Madrid, Cund (400 g)","https://biotico.co/tienda/verduras-organicas-2/mizuna-x-500g-organica-certificada-por-ecocert/","Mizuna orgánica. Verde Fresco Orgánico. Madrid, Cund (400 g)","","",""
"1604870588-2116","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","5. EN GRANO. Café 18 Orgánico. Sierra Nevada Sta. Marta  500 g. Ciénaga, Magdalena.","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/cafe-18-organico-certificado-por-ecocert-sierra-nevada-en-el-departamento-del-cesar-asociacion-entre-sierras-500-g-en-grano/","","https://i2.wp.com/biotico.co/wp-content/uploads/2019/02/sierra.jpeg?ssl=1","",""
"1604870706-2209","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Yogurt con fresas de producción limpia. Elaborado con leche 100% ecológica x 1 lt. Subachoque, Cund","https://biotico.co/tienda/yogurt/yogurt-fresa/","","","","$14,750"
"1604870831-2309","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Lechuga crespa morada orgánica. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/lechuga-crespa-morada-organica/","Lechuga crespa morada orgánica. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870752-2247","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Spirulina deshidratada Spiritulina x100 g. Cultivada en Colombia. Cumaral, Meta.","https://biotico.co/tienda/proteinas-vegetarianas/spiritulina/","","https://i0.wp.com/biotico.co/wp-content/uploads/2019/07/espi-1.jpg?ssl=1","",""
"1604870443-2005","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Tofu Om shanti Om. Con soya colombiana No GMO – (500 g)","https://biotico.co/tienda/proteinas-vegetarianas/tofu/","Tofu Om shanti Om. Con soya colombiana No GMO – (500 g)","","",""
"1604870455-2016","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Panela ecológica bloque. Fresno, Tol. (500 g)","https://biotico.co/tienda/miel100/panela-ecologica-en-bloque-agricultura-familiar-fresno-tolima/","","","","$3,700"
"1604870440-2001","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta. 1.000 g Banano criollo ecológico. Unidades Agrícolas Asociadas. Monterrey, Casanare.","https://biotico.co/tienda/frutasbiotico/fruta-banano-criollo-ecologico-unidades-agricolas-asociadas-monterrey-casanare-1-000-g/","Fruta. 1.000 g Banano criollo ecológico. Unidades Agrícolas Asociadas. Monterrey, Casanare.","","",""
"1604870982-2429","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Acedera orgánica certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/acedera-organica/","Acedera orgánica certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870600-2129","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","2. MOLIDO. Café18 – Cauca. 500 g.","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/cafe18cauca/","","","","$34,000"
"1604870778-2266","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Perejil liso atado certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/perejil-liso/","","https://i1.wp.com/biotico.co/wp-content/uploads/2018/07/IMG-20190614-WA0051.jpg?ssl=1","",""
"1604870597-2124","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","3. EN GRANO. Café 18. Cauca. 500 g.","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/caucagrano/","","https://i0.wp.com/biotico.co/wp-content/uploads/2019/02/Cauca.jpg?ssl=1","",""
"1604870554-2091","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Té Bitaco -Té Blanco Orgánico Bitaco®️ 20 g","https://biotico.co/tienda/te/te-bitaco-te-blanco-organico-bitaco%ef%b8%8f-20-g/","","","","$10,000"
"1604870662-2173","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Huevos x 12 unidades. Guateque, Boyacá. Galliitas de libre pastoreo.","https://biotico.co/tienda/huevos-de-gallinas-libres-y-felices/guateque12/","Huevos x 12 unidades. Guateque, Boyacá. Galliitas de libre pastoreo.","","",""
"1604870813-2294","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Manzanilla orgánica – Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/aromaticas-y-condimentos/manzanilla-organica-x-atado-ecocert/","Manzanilla orgánica – Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870630-2149","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción Descafeinado – MOLIDO (340 g)","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/cafe-devocion-descafeinado-340-g/",".Café Devoción Descafeinado – MOLIDO (340 g)","","",""
"1604870944-2395","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Apio orgánico x KILOGRAMO. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/apioorganicokg/","Apio orgánico x KILOGRAMO. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870744-2239","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Tomate chonto x 500 g. Producción ecológica.","https://biotico.co/tienda/tomates-de-agricultura-limpia/tomatebtc/","","","$",""
"1604870989-2437","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",". 🗓 Haz clic en el carrito si quieres tu pedido el martes","https://biotico.co/tienda/verduras-organicas/miercoles/","","https://i2.wp.com/biotico.co/wp-content/uploads/2020/07/20201104_203544_0000.png?ssl=1","",""
"1604870978-2428","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Acelga amarilla orgánica. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund. (500 g)","https://biotico.co/tienda/verduras-organicas-2/acelgaamarilla/","","","","$3,950"
"1604870451-2013","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Quinua orgánica. QuinuAndes. Silvia, Cauca  (1.000 g)","https://biotico.co/tienda/cereales/quinuamilgramos/","","","","$21,800"
"1604870545-2085","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Miel de abejas 100% Biabejas. Ecosistema: Bosque Húmedo Tropical. San Martín, Meta – (470 g)","https://biotico.co/tienda/miel100/bhtsanmartin470/","","","","$24,000"
"1604870532-2075","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Miel de abejas. Miel del bosque seco  x 300 g","https://biotico.co/tienda/miel100/miel-de-abejas-miel-del-bosque-seco-x-300-g/","","https://i1.wp.com/biotico.co/wp-content/uploads/2018/09/300.jpg?ssl=1","",""
"1604870921-2379","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Calabacín verde orgánico certificado por Ecocert. Verde Fresco Orgánico. Madrid, Cund. 500 g","https://biotico.co/tienda/verduras-organicas-2/calabacin-verde-x-500-g-ecocert/","","","","$4,600"
"1604870656-2172","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","P. Alitas de pollo campesino empacadas al vacío. Pacho, Cund.- (1.000 g)","https://biotico.co/tienda/pollo-campesino/alitas-de-pollo-campesino-empacadas-al-vacio-1-000-g/","","","","$13,800"
"1604870524-2070","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Arepas sin gluten 🌽 Maíz y semillas de chía (5 uds) El Semillero gluten free","https://biotico.co/tienda/para-desayuno/arepas-sin-gluten-%f0%9f%8c%bd-maiz-y-semillas-de-chia-5-uds-el-semillero-gluten-free/","","","","$5,000"
"1604870702-2205","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Yogurt con mora orgánica. Elaborado con leche 100% ecológica x 1 lt. Subachoque, Cund","https://biotico.co/tienda/lacteos/yogurt-de-mora-organica-con-leche-100-ecologica-x-1-lt/","Yogurt con mora orgánica. Elaborado con leche 100% ecológica x 1 lt. Subachoque, Cund","","",""
"1604870835-2312","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Lechuga batavia orgánica. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/batavia/","Lechuga batavia orgánica. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870978-2426","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Acelga amarilla orgánica. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund. (500 g)","https://biotico.co/tienda/verduras-organicas-2/acelgaamarilla/","Acelga amarilla orgánica. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund. (500 g)","","",""
"1604870725-2222","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Zapallo. Unidades Agrícolas Asociadas. Unidad.","https://biotico.co/tienda/verduras-organicas-2/zapallo-unidades-agricolas-asociadas-unidad/","Zapallo. Unidades Agrícolas Asociadas. Unidad.","","",""
"1604870571-2103","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Té Bitaco – Andean Princess – Té Negro Orgánico Bitaco®️ 50 g","https://biotico.co/tienda/te/te-bitaco-andean-princess-te-en-hoja-suelta-loose-leaf-tea/","","","","$17,000"
"1604870870-2339","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Espinaca Roja Orgánica certificada Ecocert. Verde Fresco Orgánico – 400 g","https://biotico.co/tienda/verduras-organicas-2/redkitten/","Espinaca Roja Orgánica certificada Ecocert. Verde Fresco Orgánico – 400 g","","",""
"1604870492-2044","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fríjol azuki. Sin herbicidas ni plaguicidas – Sí NPK. Palmira, Valle (500 g)","https://biotico.co/tienda/granos/frijol-azuki-bpa-x-500g/","Fríjol azuki. Sin herbicidas ni plaguicidas – Sí NPK. Palmira, Valle (500 g)","","",""
"1604870387-1961","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Frutas: Manzana criolla.  Monterrey, Casanare – BPA (500 g)","https://biotico.co/tienda/frutasbiotico/manzana-criolla-monterrey-casanare-bpa-500-g/","","","","$4,250"
"1604870368-1947","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Romero ecológico fresco. Vda. Alto Cascajal. Subachoque-Cundinamarca","https://biotico.co/tienda/aromaticas-y-condimentos/romeroecologico/","Romero ecológico fresco. Vda. Alto Cascajal. Subachoque-Cundinamarca","","",""
"1604870729-2224","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Zanahoria orgánica atado –  (1000 g) Certificada por Ecocert.","https://biotico.co/tienda/verduras-organicas-2/zanahoria-organica-atado-1000-g-certificada-por-ecocert/","Zanahoria orgánica atado –  (1000 g) Certificada por Ecocert.","","",""
"1604870354-1934","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Jabón para manos ecológico de Coco y vainilla x 250 mL. Ecolepont","https://biotico.co/tienda/jabon-ecologico/jabonmanoscyv/","","","$",""
"1604870575-2108","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Nibs de 100 % cacao orgánico (150 g) – Chocamazonic","https://biotico.co/tienda/cacaodeeldoncello/nibs-de-cacao/","","","","$10,000"
"1604870354-1938","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Jabón para manos ecológico de Coco y vainilla x 250 mL. Ecolepont","https://biotico.co/tienda/jabon-ecologico/jabonmanoscyv/","","","","$12,850"
"1604870918-2375","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Cebolla cabezona orgánica certificada por Ecocert. Verde Fresco Orgánico. Madrid, Cund. 500 g","https://biotico.co/tienda/verduras-organicas-de-nuestra-huerta/cebolla-cabezona-organica/","","https://i1.wp.com/biotico.co/wp-content/uploads/2019/03/cebolla-e1579482647846.jpg?ssl=1","",""
"1604870649-2164","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","P. Pierna pernil de pollo campesino empacada al vacío. Pacho, Cund. – (1.000 g)","https://biotico.co/tienda/pollo-campesino/pierna-pernil-de-pollo-campesino-empacada-al-vacio-1-000-g/","P. Pierna pernil de pollo campesino empacada al vacío. Pacho, Cund. – (1.000 g)","","",""
"1604870866-2337","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Espinaca tierna orgánica – Verde Fresco Orgánico. Madrid, Cund (500 g)","https://biotico.co/tienda/verduras-organicas-2/espinacatierna/","","https://i2.wp.com/biotico.co/wp-content/uploads/2020/05/tierna.jpg?ssl=1","",""
"1604870465-2026","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Salsa hummus de garbanzo – vegano – (250 g)","https://biotico.co/tienda/veggielistos/hummus-de-garbanzo-x-250/","","","","$9,000"
"1604870821-2301","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Lechuga romana orgánica. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/lechuga-romana-organica-ecocert/","","https://i2.wp.com/biotico.co/wp-content/uploads/2018/09/roana.jpg?ssl=1","",""
"1604870489-2041","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fríjol mungo x 500 g. Sin herbicidas ni plaguicidas. Nivel de germinación: 99%","https://biotico.co/tienda/frijoles/frijol-mungo-bpa-500-g/","Fríjol mungo x 500 g. Sin herbicidas ni plaguicidas. Nivel de germinación: 99%","","",""
"1604870858-2330","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Guasca orgánica. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/guasca-organica-x-atado/","Guasca orgánica. Verde Fresco Orgánico. Madrid, Cund.","","",""
"1604870567-2099","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Té Bitaco – Chai- Té Negro Orgánico Bitaco®️ Nibs de Cacao, Cardamomo, Granos de Café, Clavos y Canela – 50 g","https://biotico.co/tienda/te/te-bitaco-chai-te-negro-organico-bitaco%ef%b8%8f-nibs-de-cacao-cardamomo-granos-de-cafe-clavos-y-canela-50-g/","","https://i0.wp.com/biotico.co/wp-content/uploads/2020/09/chai.jpg?ssl=1","",""
"1604870854-2328","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Hierbabuena orgánica – Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/aromaticas-y-condimentos/mentaorganica-x-atado-ecocert/","","https://i1.wp.com/biotico.co/wp-content/uploads/2018/09/yerbabuena-grande.jpg?ssl=1","",""
"1604870897-2360","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Cebollín orgánico. Certificado x Ecocert. Verde Fresco Orgánico. Madrid, Cund.","https://biotico.co/tienda/verduras-organicas-2/cebollin-organico-x-atado-ecocert/","","https://i2.wp.com/biotico.co/wp-content/uploads/2018/09/cebolloin-def.jpg?ssl=1","",""
"1604870378-1954","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Frutas: Naranja tangelo.  Monterrey, Casanare – BPA (1.000g)","https://biotico.co/tienda/frutasbiotico/naranja-tangelo-monterrey-casanare-bpa-500-g/","","https://i2.wp.com/biotico.co/wp-content/uploads/2020/09/tangelo.jpeg?ssl=1","",""
"1604870436-1999","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta. Arándanos orgánicos 125 g.  Subachoque, Cund. Empaque biodegradable.","https://biotico.co/tienda/frutasbiotico/arandanos-organicos/","","https://i0.wp.com/biotico.co/wp-content/uploads/2018/07/ara-7-e1549816706612.jpg?ssl=1","",""
"1604870451-2011","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Quinua orgánica. QuinuAndes. Silvia, Cauca  (1.000 g)","https://biotico.co/tienda/cereales/quinuamilgramos/","Quinua orgánica. QuinuAndes. Silvia, Cauca  (1.000 g)","","",""
"1604870608-2135","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción Toro x 340 g. House Blend – EN GRANO","https://biotico.co/tienda/hogar-ecologico/cafe-devocion-toro-x-340-g-house-blend-molido-copia/","","https://i1.wp.com/biotico.co/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-15-at-1.16.38-PM.jpeg?ssl=1","",""
"1604870440-2004","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta. 1.000 g Banano criollo ecológico. Unidades Agrícolas Asociadas. Monterrey, Casanare.","https://biotico.co/tienda/frutasbiotico/fruta-banano-criollo-ecologico-unidades-agricolas-asociadas-monterrey-casanare-1-000-g/","","","","$4,500"
"1604870545-2083","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Miel de abejas 100% Biabejas. Ecosistema: Bosque Húmedo Tropical. San Martín, Meta – (470 g)","https://biotico.co/tienda/miel100/bhtsanmartin470/","Miel de abejas 100% Biabejas. Ecosistema: Bosque Húmedo Tropical. San Martín, Meta – (470 g)","","",""
"1604870953-2402","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Ajos negros. Paquete de ajos negros y dulces gracias a la aplicación de la reacción de Maillard de manera artesanal por más de 50 horas 125 g -(4 ajos aprox)","https://biotico.co/tienda/verduras-organicas-2/ajonegro/","Ajos negros. Paquete de ajos negros y dulces gracias a la aplicación de la reacción de Maillard de manera artesanal por más de 50 horas 125 g -(4 ajos aprox)","","",""
"1604870414-1981","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta: Limón Tahití ecológico San Fco, Cundinamarca (500 g)","https://biotico.co/tienda/frutasbiotico/limon-tahiti-de-produccion-ecologica-x-500/","Fruta: Limón Tahití ecológico San Fco, Cundinamarca (500 g)","","",""
"1604870608-2136","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción Toro x 340 g. House Blend – EN GRANO","https://biotico.co/tienda/hogar-ecologico/cafe-devocion-toro-x-340-g-house-blend-molido-copia/","","","","$26,500"
"1604870365-1946","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Tierra 100% orgánica -Tamizada para agricultura urbana 3 Kg","https://biotico.co/tienda/agricultura-urbana/tierra3kg/","","","","$5,000"
"1604870620-2144","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/",".Café Devoción Honey – MOLIDO (340 g)","https://biotico.co/tienda/cafes-de-especialidad-y-organicos/honey340molido/","","https://i2.wp.com/biotico.co/wp-content/uploads/2020/07/20200728_181243_0000.png?ssl=1","",""
"1604870496-2047","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Falafels de garabanzo vegano (5 uds.)","https://biotico.co/tienda/veggielistos/falafels-de-garabanzo-x-5-vegano/","Falafels de garabanzo vegano (5 uds.)","","",""
"1604870722-2220","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Mercado estándar petite. Mercado básico con hortalizas de Verde Fresco Orgánico","https://biotico.co/tienda/verduras-organicas-2/mercado-estandar-petite-mercado-basico-con-hortalizas-de-verde-fresco-organico/","","https://i1.wp.com/biotico.co/wp-content/uploads/2020/09/estandarpetite.png?ssl=1","",""
"1604870645-2163","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","P. Piernas de pollo campesino empacada al vacío. Pacho, Cund. – (1.000 g)","https://biotico.co/tienda/pollo-campesino/piernitas-de-pollo-campesino-empacada-al-vacio-1-000-g/","","","","$13,800"
"1604870652-2167","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","P. Pechuga de pollo campesino empacada al vacío. Pacho, Cund. – (1.000 g)","https://biotico.co/tienda/pollo-campesino/pechuga-de-pollo-campesino-empacada-al-vacio-800-g/","P. Pechuga de pollo campesino empacada al vacío. Pacho, Cund. – (1.000 g)","","",""
"1604870752-2248","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Spirulina deshidratada Spiritulina x100 g. Cultivada en Colombia. Cumaral, Meta.","https://biotico.co/tienda/proteinas-vegetarianas/spiritulina/","","","","$40,000"
"1604870967-2419","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Aguacate hass ecológico x unidad. Silvania,  Cundinamara","https://biotico.co/tienda/verduras-organicas-2/aguacatehass/","","","","$1,500"
"1604870712-2210","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Queso hilado. Leche ecológica. Choachí, Cundinamarca (350 g)","https://biotico.co/tienda/lacteos/hilado350/","Queso hilado. Leche ecológica. Choachí, Cundinamarca (350 g)","","",""
"1604870418-1984","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Fruta: Limón mandarino de producción ecológica – BPA. Monterrey, Casanare (500 g)","https://biotico.co/tienda/frutasbiotico/limonmandarino/","Fruta: Limón mandarino de producción ecológica – BPA. Monterrey, Casanare (500 g)","","",""
"1604870683-2193","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Pan 11 granos (vegano). Sin levadura, con harina de trigo orgánica. El pan pesa 500 g.","https://biotico.co/tienda/panaderia/sin-levadura/","","","","$9,800"
"1604870558-2093","https://biotico.co/","Ir a la tienda","https://biotico.co/tienda/","Té Bitaco -Besos de cacao- Te negro orgánico Bitaco®️ y trozos de cacao de Tumaco 20 g","https://biotico.co/tienda/te/besosdecacao/","","https://i0.wp.com/biotico.co/wp-content/uploads/2020/09/besos-de-cacao.jpg?ssl=1","",""
